isbn13,predicted_categories
9781401301958,Nonfiction
9781401359348,Nonfiction
9781401850685,Nonfiction
9781401903091,Nonfiction
9781401917173,Nonfiction
9781402200458,Nonfiction
9781402580352,Fiction
9781402718618,Nonfiction
9781402720222,Nonfiction
9781403356208,Fiction
9781403967213,Nonfiction
9781405201711,Fiction
9781405203944,Fiction
9781405203951,Fiction
9781405228183,Fiction
9781406904833,Nonfiction
9781411401006,Nonfiction
9781411404366,Nonfiction
9781411665309,Nonfiction
9781413480948,Fiction
9781416502043,Fiction
9781416914631,Nonfiction
9781416916321,Nonfiction
9781416947400,Fiction
9781419317262,Fiction
9781419542206,Fiction
9781421500492,Nonfiction
9781423600763,Nonfiction
9781550225402,Fiction
9781551052700,Nonfiction
9781556432460,Nonfiction
9781556434303,Nonfiction
9781556434952,Nonfiction
9781556525131,Fiction
9781557046765,Fiction
9781557046864,Fiction
9781557047410,Fiction
9781557280244,Fiction
9781557830418,Fiction
9781558492769,Nonfiction
9781559636629,Nonfiction
9781560251149,Nonfiction
9781560257011,Fiction
9781560258247,Nonfiction
9781561381487,Nonfiction
9781561706600,Fiction
9781561709335,Nonfiction
9781561796779,Nonfiction
9781563050756,Fiction
9781563898945,Nonfiction
9781563899881,Nonfiction
9781564775009,Nonfiction
9781565047082,Fiction
9781565124820,Fiction
9781565840089,Nonfiction
9781565844759,Fiction
9781566633949,Nonfiction
9781566915908,Nonfiction
9781568821405,Fiction
9781568821443,Fiction
9781568821481,Fiction
9781568821740,Fiction
9781568821788,Fiction
9781568821801,Fiction
9781568821870,Fiction
9781568984957,Fiction
9781569246818,Nonfiction
9781569719602,Fiction
9781569755662,Fiction
9781570671043,Nonfiction
9781570671814,Nonfiction
9781570715839,Nonfiction
9781571741028,Nonfiction
9781572244252,Nonfiction
9781572307025,Nonfiction
9781573223560,Nonfiction
9781573442213,Nonfiction
9781574671322,Nonfiction
9781576753514,Nonfiction
9781576839546,Nonfiction
9781577310761,Fiction
9781577312055,Nonfiction
9781579510022,Fiction
9781579546465,Nonfiction
9781579652524,Nonfiction
9781579905088,Nonfiction
9781580012591,Nonfiction
9781580051880,Nonfiction
9781580086813,Nonfiction
9781580175203,Nonfiction
9781580420815,Nonfiction
9781580624596,Nonfiction
9781580931779,Nonfiction
9781580931861,Nonfiction
9781581807592,Fiction
9781581807745,Nonfiction
9781582343495,Fiction
9781582972947,Fiction
9781583224892,Nonfiction
9781583332054,Nonfiction
9781584281344,Nonfiction
9781584794943,Nonfiction
9781585004843,Fiction
9781585424337,Nonfiction
9781585425549,Nonfiction
9781586633578,Fiction
9781586638221,Nonfiction
9781586857721,Nonfiction
9781587610912,Nonfiction
9781587612213,Nonfiction
9781589943070,Fiction
9781589971288,Nonfiction
9781590171707,Nonfiction
9781590300060,Nonfiction
9781590300107,Nonfiction
9781590301876,Nonfiction
9781590303160,Nonfiction
9781590592168,Nonfiction
9781590593899,Nonfiction
9781590596241,Nonfiction
9781591391678,Nonfiction
9781591583660,Nonfiction
9781592000678,Fiction
9781592530878,Nonfiction
9781592851614,Nonfiction
9781593080648,Fiction
9781593851170,Nonfiction
9781593854461,Nonfiction
9781594731402,Nonfiction
9781594862953,Nonfiction
9781595820617,Fiction
9781595820631,Fiction
9781740596466,Nonfiction
9781740597401,Nonfiction
9781740597463,Nonfiction
9781740597623,Nonfiction
9781740597715,Nonfiction
9781740599085,Nonfiction
9781740599245,Nonfiction
9781741040913,Nonfiction
9781741042955,Nonfiction
9781741044768,Nonfiction
9781741045918,Nonfiction
9781741140378,Nonfiction
9781741142396,Fiction
9781790877799,Fiction
9781840220551,Fiction
9781840233803,Fiction
9781840237870,Fiction
9781840239249,Fiction
9781840460278,Fiction
9781841150352,Fiction
9781841156736,Fiction
9781841157481,Fiction
9781841157498,Fiction
9781841491837,Fiction
9781841492056,Fiction
9781841492667,Fiction
9781841492704,Fiction
9781841492872,Fiction
9781841493558,Fiction
9781841494081,Nonfiction
9781841591056,Nonfiction
9781841591162,Fiction
9781841591384,Fiction
9781841811109,Nonfiction
9781841953670,Fiction
9781841954318,Fiction
9781842163863,Fiction
9781842552476,Fiction
9781842931851,Nonfiction
9781843103318,Nonfiction
9781843534099,Nonfiction
9781843541677,Fiction
9781844130801,Nonfiction
9781844494248,Nonfiction
9781844670222,Nonfiction
9781845390105,Fiction
9781845760182,Fiction
9781852402877,Nonfiction
9781852421175,Nonfiction
9781852428082,Nonfiction
9781852864989,Fiction
9781854790477,Fiction
9781855384279,Nonfiction
9781857024074,Fiction
9781857027129,Nonfiction
9781857028157,Fiction
9781857150940,Fiction
9781857151336,Fiction
9781857152746,Fiction
9781857231106,Fiction
9781857231359,Fiction
9781857232561,Fiction
9781857233940,Nonfiction
9781857234022,Fiction
9781857237382,Fiction
9781857237504,Fiction
9781857237641,Fiction
9781857239706,Fiction
9781857880786,Nonfiction
9781857983418,Fiction
9781857988093,Fiction
9781857988192,Fiction
9781857988376,Fiction
9781857989120,Fiction
9781857989342,Fiction
9781859605158,Nonfiction
9781859843833,Nonfiction
9781859848982,Nonfiction
9781860460586,Fiction
9781860467219,Fiction
9781860467226,Fiction
9781860469015,Fiction
9781860492914,Nonfiction
9781860499296,Fiction
9781861891846,Nonfiction
9781861974426,Nonfiction
9781861977694,Fiction
9781861979339,Nonfiction
9781862073708,Nonfiction
9781862074057,Fiction
9781862301382,Fiction
9781864503821,Nonfiction
9781879181489,Nonfiction
9781880393338,Nonfiction
9781880656419,Nonfiction
9781880685358,Fiction
9781881244066,Nonfiction
9781883011079,Fiction
9781883398293,Fiction
9781883477370,Nonfiction
9781885972101,Fiction
9781888690088,Nonfiction
9781889963853,Fiction
9781890159191,Fiction
9781890447168,Fiction
9781890995522,Nonfiction
9781891190230,Fiction
9781892062437,Fiction
9781892395566,Nonfiction
9781893007161,Nonfiction
9781894925020,Nonfiction
9781898573456,Nonfiction
9781903015070,Nonfiction
9781903252048,Fiction
9781903809501,Nonfiction
9781904233190,Fiction
9781904633273,Fiction
9781904919520,Fiction
9781904920359,Nonfiction
9781929229482,Nonfiction
9781929241637,Nonfiction
9781931615037,Nonfiction
9781931882200,Nonfiction
9781932073201,Fiction
9781932206081,Nonfiction
9781932206104,Nonfiction
9781932361278,Fiction
9781932855418,Nonfiction
9781933045252,Fiction
9781933440170,Fiction
9781933615097,Nonfiction
9781933633107,Fiction
9781933771137,Nonfiction
9781933771175,Fiction
9781934169070,Fiction
9783110172799,Nonfiction
9783856305581,Nonfiction
9783861878759,Fiction
9783895086908,Fiction
9784766113389,Fiction
9784770028037,Nonfiction
9788125026600,Fiction
9788171565641,Fiction
9788172235222,Fiction
9788173031014,Nonfiction
9788179921623,Fiction
